Stack,Symbol,Input,Action
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 93","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrel","]","根据equality -> rel 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 88","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequality","]","根据join -> equality 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 91","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoin","]","根据bool -> join 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 220","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool","]","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]","+","根据loc -> loc [ bool ] 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 75 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]loc","+","根据factor -> loc 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 73 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactor","+","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 78 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunary","+","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 77 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunaryterm","+","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 136 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr","+","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 220 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+","num","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 67 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+num",";","根据factor -> num 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 73 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactor",";","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 78 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunary",";","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunaryterm",";","根据expr -> expr + term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 72 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexpr",";","根据rel -> expr 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 76 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrel",";","根据equality -> rel 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 71 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequality",";","根据join -> equality 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 74 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoin",";","根据bool -> join 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 70 129 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool",";","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 16 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;","}","根据stmt -> loc = bool ; 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 17 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmt","}","根据stmts -> stmts stmt 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 167 264 306 17 32 70 125 201 284","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts","}","移入"
