Stack,Symbol,Input,Action
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 185 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactor",")","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 188 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunary",")","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 187 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunaryterm",")","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 53 114 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexpr",")","根据rel -> expr > expr 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 57 114 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrel",")","根据equality -> rel 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 52 114 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequality",")","根据join -> equality 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 55 114 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoin",")","根据bool -> join 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 161 114 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool",")","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 161 259 190 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool)",";","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 9 28 42 102 161 259 302 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool);","}","根据stmt -> do stmt while ( bool ) ; 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 17 28 42 102 161 259 302 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool);stmt","}","根据stmts -> stmts stmt 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 17 28 42 102 161 259 302 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool);stmtstmts","}","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 13 31 61 121 28 42 102 161 259 302 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool);stmtstmts}","}","根据block -> { decls stmts } 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 51 106 170 266 15 31 61 121 28 42 102 161 259 302 125 202","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoinbool){declsstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr+numfactorunarytermexprrelequalityjoinbool;stmtstmts}blockstmtelse{declsstmtsdo{declsstmtsidloc=idlocfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool;stmtstmtsbreak;stmtstmts}blockstmtwhile(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool);stmtstmts}block","}","根据stmt -> block 规约"
